0,80476
1,35028
2,76893
3,35028
4,35028
5,35028
6,35028
7,35028
8,21055
9,35028
10,35028
11,35028
12,35028
13,35028
14,35028
15,35028
16,21055
17,44538
18,79818
19,60873
20,76891
21,52003
22,25763
23,49532
24,72386
25,82398
26,52612
27,72546
28,76501
29,25763
30,21913
31,30588
32,21948
33,70323
34,48504,49019
35,20918
36,43273
37,54652
38,29526
39,29532
40,76992
41,71141
42,19728
43,24363
44,44793
45,30444
46,30444,63024
47,78127
48,22379
49,67638
50,63787
51,23785
52,40949
53,40949
54,40949
55,9087
56,30444,63024
57,32168
58,40949
59,69731
60,53839
61,54415
62,61382,77069
63,45373
64,36178
65,78127
66,30444
67,78127
68,78127
69,78127,63030
70,24628
71,30444
72,45638
73,40949
74,30444
75,78127
76,3967
77,73896
78,3966
79,3968
80,518
81,517
82,75535
83,1575,39374
84,60500
85,7757
86,41238
87,53822
88,28698
89,8768
90,22705
91,57054
92,76893
93,76893
94,41238
95,57054
96,24406
97,36178
98,78127
99,36982
100,46748
101,23355
102,19817
103,19817
104,36722
105,57062
106,6556
107,67974
108,22897
109,25260
110,61526
111,28698
112,41238
113,66895
114,21691
115,22655
116,41234
117,41238
118,30444,63024
119,28136
120,22654
121,21691
122,25260
123,25256
124,25266
125,57054
126,36032
127,36031
128,66516
129,7262
130,30424
131,67638
132,22655
133,73925
134,48959
135,22655
136,56886
137,81429
138,76741
139,41238
140,31835
141,8077
142,16260
143,36032
144,53822
145,22898
146,41238
147,41234
148,30556
149,36032
150,56358
151,53595
152,56015
153,56016
154,30556
155,36722
156,78127,63024
157,22654
158,25260
159,21361
160,53822
161,67974
162,25260
163,22898
164,56016
165,31153
166,40614
167,53595
168,22655
169,21947,57034
170,31153
171,21691
172,36178
173,36177
174,40614
175,22898
176,23577
177,21691
178,21691
179,30556
180,25260
181,78127
182,57154
183,26237
184,16134
185,22655
186,53839
187,22379
188,55103
189,56358
190,83005
191,40949
192,40949
193,14480
194,14480
195,56358
196,646
197,30444
198,36178
199,16134
200,76445
201,9087
202,57054
203,44290
204,26237
205,73901
206,22655
207,22654
208,60826
209,44039
210,30444,63024
211,67974
212,73925
213,36032
214,53822
215,68397
216,40613
217,40614
218,67638
219,65682
220,8000
221,8000
222,36178
223,49892
224,22378
225,65682
226,34861
227,80354
228,34646
229,53595
230,61555
231,40949
232,40949
233,69478
234,40949
235,20584
236,69613
237,3858
238,3862
239,3851
240,73896
241,22655
242,57154
243,69478
244,34262
245,49892
246,22898
247,56016
248,50117
249,245
250,56886
251,27017
252,57154
253,80877
254,25260
255,47320
256,56886
257,39026
258,30424
259,7262
260,827
261,69603
262,7269
263,62189
264,53822
265,25256
266,21691
267,23578
268,23580
269,39984
270,37316
271,7258
272,36032
273,12737
274,39989
275,39983
276,7269
277,36178
278,67974
279,41238
280,77264
281,1380
282,47695
283,55957
284,1385
285,62189
286,32591
287,61151
288,637
289,68784
290,29421
291,77893
292,32911
293,33391
294,33923
295,41687
296,41687
297,41687
298,38466
299,60221
300,70968
301,57636
302,82030
303,20558
304,53610
305,54085
306,55986
307,58552
308,53610
309,41687
310,78576
311,82015
312,28963
313,47366
314,5419
315,16659
316,45751
317,45761
318,57106
319,45638
320,77717
321,22898
322,56886
323,66894
324,25260
325,42813
326,42817
327,42814
328,57124
329,22898
330,45638
331,52331
332,20569
333,28698,30715
334,15061
335,58044
336,25260
337,46761
338,22898
339,7999
340,62021
341,66895
342,7184
343,40614
344,56016
345,30556
346,8000
347,63447
348,38558
349,41234
350,41238
351,30444
352,43371
353,78127
354,25260
355,73925
356,15272
357,15272
358,23578
359,23580
360,56016
361,28698
362,62189
363,50752
364,13813
365,11947
366,8000
367,82716
368,30132
369,53822
370,53821
371,53822
372,31552
373,20731
374,20584
375,20584
376,31552
377,35133
378,12347
379,67638
380,76877
381,25260
382,28697
383,25260
384,56886
385,22898
386,9752
387,55914
388,66699
389,50752
390,16133
391,30444
392,76893
393,31835
394,8077
395,19450
396,66698
397,30444
398,30444,63024
399,76893
400,40949
401,12148
402,12147
403,67638
404,731,16655
405,633
406,40738
407,51208
408,71101,71694
409,40949
410,40949
411,40949
412,22378
413,29709
414,50752
415,731
416,423
417,60838
418,65682
419,30488
420,42838
421,33580
422,66598
423,633
424,27057
425,61944
426,25260
427,25256
428,1769
429,6031
430,8563
431,55957
432,78127
433,73901
434,42814
435,62837
436,62837
437,37316
438,19779
439,63853
440,40949
441,40949
442,3064
443,22379,59734
444,69731
445,3862,46774
446,5743,7234
447,40732
448,42813
449,42814
450,41238
451,41234
452,30444
453,25260
454,62557,10190
455,62556
456,36178
457,25256
458,25260
459,53822
460,53822
461,43371,73925,1478
462,25256
463,57852
464,58044
465,21691
466,21691
467,56886
468,25134
469,36032
470,40949
471,41238
472,6666
473,42814
474,25260
475,25260
476,41238
477,52332
478,36427
479,67974
480,31835
481,5930
482,753
483,22378
484,76893
485,32392
486,46748
487,22378
488,34623
489,34623
490,34623
491,40949
492,62950
493,40949
494,78127
495,30444,63024
496,70037
497,66975
498,62925
499,52437
500,40949
501,22655
502,22654
503,50752
504,40949
505,82716
506,293
507,287
508,29197
509,510
510,55957
511,53822
512,47320
513,57054,63024
514,25134
515,517
516,518
517,753
518,752
519,82716
520,59749,42219
521,54415,61546,22931
522,27901
523,63952
524,40738,82460
525,40949
526,40949
527,40949
528,56016
529,56015
530,30556
531,21824
532,47239
533,3858
534,7082
535,65682
536,67638
537,29797
538,82064
539,59625
540,72429
541,31521
542,40947,20166
543,69382
544,82681
545,30444
546,69613
547,52331
548,36178
549,46354
550,46354
551,21017
552,21017
553,66894
554,28698
555,40949
556,52332
557,30444
558,2068
559,21055
560,45888
561,52331
562,34732,30132
563,56016
564,53822
565,41234
566,41238
567,41238
568,53822
569,78127,63024
570,25134
571,73825
572,21576
573,50845
574,29075
575,38703
576,71255
577,44277
578,51124
579,56388
580,82476
581,62189
582,56338
583,65682
584,6586
585,49145
586,22898
587,22655
588,44056
589,36032
590,52331
591,65682
592,1380
593,18392
594,25134
595,28698
596,78127
597,36178
598,21361
599,63636
600,3412
601,40949
602,40949
603,40949
604,42814
605,28697
606,28698
607,30444
608,52331
609,8943
610,80580
611,80583
612,40614
613,56886
614,67638
615,71698
616,25260
617,40949
618,22898
619,41238
620,66895
621,25315,77069,31976,3922,68517,5233
622,22897
623,21361
624,21360
625,41234
626,41238
627,67974
628,5589
629,5589
630,76445
631,51231
632,49145
633,49145
634,22872
635,30490
636,21245
637,5745
638,81329
639,40488
640,40488
641,34861
642,60315
643,22872
644,60315
645,67276
646,57068
647,36722
648,27322
649,31123
650,2161
651,74276
652,20569
653,21022
654,70968
655,22331
656,23606
657,23989
658,52397
659,24624
660,25320
661,25363
662,24494
663,26067
664,27216
665,48390
666,29797
667,31082
668,32837
669,32851
670,82014
671,33639
672,33701
673,34028
674,35894
675,80575
676,38214
677,38279
678,38517
679,75002
680,41347
681,47379
682,73614
683,41982
684,42333
685,22296
686,64833
687,44083
688,46748
689,78959
690,45693
691,12545
692,46281
693,62640,47220
694,47451
695,47502
696,75750
697,51361
698,52803
699,78952
700,53599
701,53622
702,54221
703,54340
704,54917
705,55559
706,60104
707,55714
708,56330
709,58552
710,42419
711,51954
712,60340
713,61148
714,67527
715,47688
716,22777
717,66288
718,34015
719,38279
720,82064
721,78596
722,41813
723,67727
724,68414
725,70947
726,71963
727,71990
728,72009
729,75002
730,73838
731,73896
732,62153
733,78959
734,58224
735,79286
736,81275
737,81289
738,81293
739,81324
740,25237
741,81862
742,81867
743,81990
744,82329
745,82455
746,44701
747,22680
748,34421
749,42199
750,60512
751,22855
752,57106
753,61151,61153
754,5958
755,16133
756,41238
757,52332
758,41234
759,11478
760,69731
761,57054
762,41238
763,41234
764,53822
765,80367
766,21691
767,70628
768,64262
769,26237
770,22655
771,67974
772,30556
773,30125
774,21691
775,41238
776,66895
777,66894
778,21360
779,62189
780,45211
781,36032
782,57054
783,39763
784,67638
785,63940
786,40949
787,40949
788,40949
789,31519
790,36031
791,67974
792,3412
793,41234
794,14553
795,14550
796,14552
797,41238
798,22655
799,21691
800,36031
801,36032
802,22898
803,67974
804,70968
805,36032
806,22655
807,67974
808,30444
809,56016
810,52095
811,22898
812,30556
813,41234
814,41238
815,25260
816,22655
817,753
818,21691
819,36178
820,25260
821,25256
822,8563
823,61382
824,61382,22931
825,61382
826,30444
827,7263
828,56358
829,55914
830,82618
831,55915
832,44039
833,24406
834,32202
835,82716
836,58075
837,32648
838,37316
839,61546
840,82716
841,65682
842,73896
843,67974
844,6043
845,6031
846,40949
847,56239
848,62193
849,22654
850,1072,68517
851,40949
852,40949
853,57124
854,22655
855,56886
856,32477
857,73197
858,56016
859,44467
860,40949
861,40949
862,40949
863,21361
864,40614
865,53595
866,36032
867,67974
868,67638
869,19001
870,81329
871,40949
872,40949
873,40949
874,63447
875,6593
876,30556
877,6031
878,49892
879,5743
880,13003
881,14550
882,3357
883,14552
884,14553
885,42199
886,34421
887,22855
888,633
889,884
890,6552
891,32110
892,5761
893,5761
894,5761
895,35324
896,38932
897,20328
898,36546
899,293
900,287
901,55957
902,900
903,36982
904,36985
905,65318
906,75560
907,66894
908,49892
909,41238
910,19008
911,41234
912,21691
913,82622
914,66895
915,3412
916,25260
917,25256
918,25256
919,56016
920,50769
921,21691
922,41238
923,40949
924,6586
925,57054
926,30444
927,40949
928,40949
929,40949
930,40949
931,40949
932,30444,63024
933,73901
934,56358
935,14807
936,40949
937,40949
938,40949
939,61526
940,40949
941,66894
942,53595
943,53594
944,21758
945,65137
946,48440
947,22654
948,55915
949,56016
950,40614
951,66895
952,22655
953,41234
954,55915
955,55914
956,22655
957,21691
958,21691
959,37316
960,76893
961,22356,68517
962,25260
963,21691
964,21691
965,25256
966,16134
967,30444,63024
968,57054
969,6615
970,62653
971,58407
972,60838
973,32591
974,25134
975,38016
976,38015
977,22898
978,41234
979,22898
980,22655
981,52332
982,22898
983,22655
984,30556
985,56239
986,56238
987,62193
988,22655
989,75126
990,40949
991,40949
992,40949
993,30556
994,67974
995,21691
996,25260
997,67974
998,60315
999,20410
1000,22689
1001,53822
1002,56886
1003,41238
1004,43371,10738
1005,49892
1006,33391
1007,19008
1008,22378
1009,53822
1010,53821
1011,53822
1012,78127
1013,22898
1014,32477
1015,30444,63024
1016,65655
1017,15275
1018,40949
1019,15275
1020,43371
1021,53822
1022,16134
1023,30444,63024
1024,16134
1025,5589
1026,16134
1027,72429
1028,78127
1029,53822
1030,1472
1031,1473
1032,67638
1033,70968
1034,22655
1035,30444
1036,65682
1037,22817
1038,30556
1039,22654
1040,22654
1041,22655
1042,25260
1043,7269
1044,22655
1045,52331
1046,52332
1047,42817
1048,57054
1049,22654
1050,67974
1051,22655
1052,67974
1053,56016
1054,53822
1055,53821
1056,55915
1057,55914
1058,68397
1059,36031
1060,36032
1061,53822
1062,25256
1063,21691
1064,41238
1065,41234
1066,22654
1067,62557
1068,7269
1069,22903
1070,72788
1071,28698
1072,3851,36409
1073,3851
1074,44039
1075,633
1076,65682
1077,68414
1078,16149
1079,46994
1080,78127
1081,61546
1082,66516
1083,7303
1084,34861
1085,63387
1086,27582
1087,16134
1088,25260
1089,25256
1090,21691
1091,32477
1092,25260
1093,32477
1094,71144
1095,61151
1096,36031
1097,32477
1098,30444
1099,25260
1100,77069,68517,5233
1101,6586
1102,32477
1103,25260
1104,16132
1105,81041
1106,81041
1107,82604
1108,68414
1109,35682
1110,35682
1111,41909
1112,60838
1113,69478
1114,27988
1115,31165
1116,50073
1117,16133
1118,21131,79594
1119,58141
1120,36178
1121,33823
1122,33823
1123,36178
1124,69165
1125,56015
1126,67974
1127,30556
1128,73925
1129,69478
1130,36722
1131,82716
1132,67638
1133,62193
1134,67973
1135,17242
1136,16133
1137,69409
1138,16132
1139,25260
1140,49892
1141,22655
1142,21691
1143,18555
1144,517,14154
1145,518
1146,56358
1147,67638
1148,67638
1149,45637
1150,36032
1151,752
1152,753
1153,3412
1154,34861
1155,55915
1156,44039
1157,7262
1158,827
1159,64394
1160,36178
1161,30556
1162,38996
1163,57062
1164,30556
1165,53822
1166,25260
1167,47864
1168,54415,61546
1169,51539
1170,41238
1171,30556
1172,55914
1173,6615
1174,22378
1175,62653
1176,58407
1177,29520
1178,42322
1179,45342
1180,53822
1181,22654
1182,22898
1183,53822
1184,53822
1185,53822
1186,36178
1187,22898
1188,44161
1189,25260
1190,25256
1191,76013
1192,36032
1193,30556
1194,28698
1195,25260
1196,22332
1197,47083,61382
1198,62189
1199,54777
1200,47005
1201,22822
1202,30444
1203,7269
1204,22654
1205,16665
1206,41238
1207,46693
1208,55957
1209,16663
1210,41234
1211,22655
1212,22654
1213,7262
1214,32477
1215,40738
1216,55915
1217,55914
1218,30444
1219,67638
1220,44128
1221,25260
1222,22655
1223,22898
1224,36032
1225,22655
1226,22898
1227,35324
1228,30444,63024
1229,7269
1230,30444
1231,77070,46774
1232,3412
1233,32477
1234,71144
1235,61151
1236,41234
1237,2866
1238,2867
1239,22655
1240,28698
1241,41238
1242,56016
1243,56016
1244,53279
1245,44845
1246,22931
1247,36032
1248,36031
1249,62193
1250,37316
1251,36178
1252,36409
1253,52914
1254,61385
1255,61382
1256,77069
1257,41238
1258,731
1259,66895
1260,22749
1261,34574
1262,62153
1263,81862
